GB00BYW6SY38, 1.2820, 11/10/18
GB00BYW6SY38, 1.3040, 10/10/18
GB00BYW6SY38, 1.3190, 09/10/18
GB00BYW6SY38, 1.3250, 08/10/18
GB00BYW6SY38, 1.3310, 05/10/18
GB00BYW6SY38, 1.3410, 04/10/18
GB00BYW6SY38, 1.3530, 03/10/18
GB00BYW6SY38, 1.3540, 02/10/18
GB00BYW6SY38, 1.3560, 01/10/18
GB00BYW6SY38, 1.3540, 28/09/18
GB00BYW6SY38, 1.3530, 27/09/18
GB00BYW6SY38, 1.3510, 26/09/18
GB00BYW6SY38, 1.3500, 25/09/18
GB00BYW6SY38, 1.3510, 24/09/18
GB00BYW6SY38, 1.3500, 21/09/18
GB00BYW6SY38, 1.3350, 20/09/18
GB00BYW6SY38, 1.3340, 19/09/18
GB00BYW6SY38, 1.3290, 18/09/18
GB00BYW6SY38, 1.3240, 17/09/18
GB00BYW6SY38, 1.3300, 14/09/18
GB00BYNYY264, 1.2560, 12/10/18
GB00BYNYY264, 1.2670, 11/10/18
GB00BYNYY264, 1.2920, 10/10/18
GB00BYNYY264, 1.2930, 09/10/18
GB00BYNYY264, 1.3020, 08/10/18
GB00BYNYY264, 1.3120, 05/10/18
GB00BYNYY264, 1.3180, 04/10/18
GB00BYNYY264, 1.3240, 03/10/18
GB00BYNYY264, 1.3220, 02/10/18
GB00BYNYY264, 1.3230, 01/10/18
GB00BYNYY264, 1.3190, 28/09/18
GB00BYNYY264, 1.3160, 27/09/18
GB00BYNYY264, 1.3180, 26/09/18
GB00BYNYY264, 1.3190, 25/09/18
GB00BYNYY264, 1.3210, 24/09/18
GB00BYNYY264, 1.3150, 21/09/18
GB00BYNYY264, 1.3040, 20/09/18
GB00BYNYY264, 1.3030, 19/09/18
GB00BYNYY264, 1.3050, 18/09/18
GB00BYNYY264, 1.3060, 17/09/18
GB00BYNYY264, 1.3060, 14/09/18
PP2, 2.09, 12/10/18
PP2, 2.14, 11/10/18
PP2, 2.17, 10/10/18
PP2, 2.18, 09/10/18
PP2, 2.19, 08/10/18
PP2, 2.21, 05/10/18
PP2, 2.24, 04/10/18
PP2, 2.24, 03/10/18
PP2, 2.24, 02/10/18
PP2, 2.25, 01/10/18
PP2, 2.24, 28/09/18
PP2, 2.24, 27/09/18
PP2, 2.24, 26/09/18
PP2, 2.24, 25/09/18
PP2, 2.25, 24/09/18
PP2, 2.22, 21/09/18
PP2, 2.21, 20/09/18
PP2, 2.21, 19/09/18
PP2, 2.20, 18/09/18
PP2, 2.21, 17/09/18
PP2, 2.20, 14/09/18
EQU, 34.36, 12/10/18
EQU, 34.10, 11/10/18
EQU, 35.28, 10/10/18
EQU, 35.39, 09/10/18
EQU, 35.70, 08/10/18
EQU, 36.21, 05/10/18
EQU, 36.54, 04/10/18
EQU, 36.78, 03/10/18
EQU, 36.68, 02/10/18
EQU, 37.00, 01/10/18
EQU, 36.88, 28/09/18
EQU, 36.91, 27/09/18
EQU, 36.97, 26/09/18
EQU, 36.93, 25/09/18
EQU, 36.84, 24/09/18
EQU, 36.66, 21/09/18
EQU, 36.26, 20/09/18
EQU, 36.09, 19/09/18
EQU, 36.08, 18/09/18
EQU, 35.97, 17/09/18
EQU, 36.01, 14/09/18
EME, 4.04, 12/10/18
EME, 3.95, 11/10/18
EME, 4.10, 10/10/18
EME, 4.12, 09/10/18
EME, 4.12, 08/10/18
EME, 4.16, 05/10/18
EME, 4.24, 04/10/18
EME, 4.33, 03/10/18
EME, 4.32, 02/10/18
EME, 4.35, 01/10/18
EME, 4.36, 28/09/18
EME, 4.32, 27/09/18
EME, 4.30, 26/09/18
EME, 4.29, 25/09/18
EME, 4.31, 24/09/18
EME, 4.33, 21/09/18
EME, 4.24, 20/09/18
EME, 4.24, 19/09/18
EME, 4.19, 18/09/18
EME, 4.19, 17/09/18
EME, 4.24, 14/09/18
GBL, 4.06, 12/10/18
GBL, 4.06, 11/10/18
GBL, 4.23, 10/10/18
GBL, 4.26, 09/10/18
GBL, 4.32, 08/10/18
GBL, 4.38, 05/10/18
GBL, 4.44, 04/10/18
GBL, 4.46, 03/10/18
GBL, 4.46, 02/10/18
GBL, 4.46, 01/10/18
GBL, 4.45, 28/09/18
GBL, 4.43, 27/09/18
GBL, 4.45, 26/09/18
GBL, 4.44, 25/09/18
GBL, 4.44, 24/09/18
GBL, 4.43, 21/09/18
GBL, 4.38, 20/09/18
GBL, 4.39, 19/09/18
GBL, 4.39, 18/09/18
GBL, 4.41, 17/09/18
GBL, 4.40, 14/09/18
GB00BV9FRG75, 1.1520, 11/10/18
GB00BV9FRG75, 1.1720, 10/10/18
GB00BV9FRG75, 1.1960, 09/10/18
GB00BV9FRG75, 1.2000, 08/10/18
GB00BV9FRG75, 1.2060, 05/10/18
GB00BV9FRG75, 1.2170, 04/10/18
GB00BV9FRG75, 1.2290, 03/10/18
GB00BV9FRG75, 1.2290, 02/10/18
GB00BV9FRG75, 1.2300, 01/10/18
GB00BV9FRG75, 1.2300, 28/09/18
GB00BV9FRG75, 1.2280, 27/09/18
GB00BV9FRG75, 1.2250, 26/09/18
GB00BV9FRG75, 1.2260, 25/09/18
GB00BV9FRG75, 1.2270, 24/09/18
GB00BV9FRG75, 1.2330, 21/09/18
GB00BV9FRG75, 1.2190, 20/09/18
GB00BV9FRG75, 1.2170, 19/09/18
GB00BV9FRG75, 1.2150, 18/09/18
GB00BV9FRG75, 1.2120, 17/09/18
GB00BV9FRG75, 1.2180, 14/09/18
MAN, 1.9310, 12/10/18
MAN, 1.9440, 11/10/18
MAN, 1.9760, 10/10/18
MAN, 1.9850, 09/10/18
MAN, 1.9910, 08/10/18
MAN, 2.0040, 05/10/18
MAN, 2.0170, 04/10/18
MAN, 2.0230, 03/10/18
MAN, 2.0250, 02/10/18
MAN, 2.0250, 01/10/18
MAN, 2.0240, 28/09/18
MAN, 2.0230, 27/09/18
MAN, 2.0230, 26/09/18
MAN, 2.0230, 25/09/18
MAN, 2.0280, 24/09/18
MAN, 2.0190, 21/09/18
MAN, 2.0070, 20/09/18
MAN, 2.0020, 19/09/18
MAN, 2.0000, 18/09/18
MAN, 2.0010, 17/09/18
MAN, 1.9980, 14/09/18
GB00BYM58175, 1.1180, 11/10/18
GB00BYM58175, 1.1320, 10/10/18
GB00BYM58175, 1.1570, 09/10/18
GB00BYM58175, 1.1600, 08/10/18
GB00BYM58175, 1.1620, 05/10/18
GB00BYM58175, 1.1670, 04/10/18
GB00BYM58175, 1.1790, 03/10/18
GB00BYM58175, 1.1810, 02/10/18
GB00BYM58175, 1.1800, 01/10/18
GB00BYM58175, 1.1800, 28/09/18
GB00BYM58175, 1.1820, 27/09/18
GB00BYM58175, 1.1780, 26/09/18
GB00BYM58175, 1.1790, 25/09/18
GB00BYM58175, 1.1780, 24/09/18
GB00BYM58175, 1.1860, 21/09/18
GB00BYM58175, 1.1770, 20/09/18
GB00BYM58175, 1.1730, 19/09/18
GB00BYM58175, 1.1710, 18/09/18
GB00BYM58175, 1.1650, 17/09/18
GB00BYM58175, 1.1710, 14/09/18
GB00BV9FRD45, 1.1520, 11/10/18
GB00BV9FRD45, 1.1720, 10/10/18
GB00BV9FRD45, 1.1960, 09/10/18
GB00BV9FRD45, 1.1980, 08/10/18
GB00BV9FRD45, 1.2080, 05/10/18
GB00BV9FRD45, 1.2160, 04/10/18
GB00BV9FRD45, 1.2270, 03/10/18
GB00BV9FRD45, 1.2260, 02/10/18
GB00BV9FRD45, 1.2290, 01/10/18
GB00BV9FRD45, 1.2250, 28/09/18
GB00BV9FRD45, 1.2240, 27/09/18
GB00BV9FRD45, 1.2230, 26/09/18
GB00BV9FRD45, 1.2230, 25/09/18
GB00BV9FRD45, 1.2200, 24/09/18
GB00BV9FRD45, 1.2210, 21/09/18
GB00BV9FRD45, 1.2160, 20/09/18
GB00BV9FRD45, 1.2100, 19/09/18
GB00BV9FRD45, 1.2120, 18/09/18
GB00BV9FRD45, 1.2070, 17/09/18
GB00BV9FRD45, 1.2130, 14/09/18
PAC, 15.88, 12/10/18
PAC, 15.54, 11/10/18
PAC, 16.26, 10/10/18
PAC, 16.40, 09/10/18
